./train_v1.py --exp_suffix fc-emd --data_dir ../../data/PartNetShapeData-Chair/train --val_data_dir ../../data/PartNetShapeData-Chair/val --num_point 2048 --decoder_type fc --loss_type emd --model_version model_v1 --overwrite

Random Seed: 3124256514
Using device: cuda:0

[PartNetPartDataset 4489] data_dir: ../../data/PartNetShapeData-Chair/train, num_point: 2048
[PartNetPartDataset 617] data_dir: ../../data/PartNetShapeData-Chair/val, num_point: 2048
Using FCDecoder-NoBN!

Network(
  (encoder): PointNet(
    (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,))
    (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
    (conv3): Conv1d(128, 256, kernel_size=(1,), stride=(1,))
    (conv4): Conv1d(256, 1024, kernel_size=(1,), stride=(1,))
    (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn3): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn4): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (fc1): Linear(in_features=1024, out_features=1024, bias=True)
    (bn5): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (fc2): Linear(in_features=1024, out_features=128, bias=True)
    (bn6): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  )
  (decoder): FCDecoder(
    (mlp1): Linear(in_features=128, out_features=1024, bias=True)
    (mlp2): Linear(in_features=1024, out_features=1024, bias=True)
    (mlp3): Linear(in_features=1024, out_features=6144, bias=True)
  )
)

training run exp-model_v1-fc-emd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 00:21:45    28/1000    train      130/140         2.9%      1.00E-03    0.03579
 00:21:47    28/1000     val        18/19          2.9%      1.00E-03    0.04549
training run exp-model_v1-fc-emd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 00:21:49    29/1000    train        0/140         2.9%      1.00E-03    0.03707
 00:21:53    29/1000     val         1/19          2.9%      1.00E-03    0.04166
 00:21:53    29/1000    train       10/140         2.9%      1.00E-03    0.04553
 00:21:56    29/1000    train       20/140         2.9%      1.00E-03    0.03897
 00:21:58    29/1000     val         3/19          2.9%      1.00E-03    0.04983
 00:21:59    29/1000    train       30/140         2.9%      1.00E-03    0.03598
 00:22:02    29/1000     val         5/19          2.9%      1.00E-03    0.04139
 00:22:02    29/1000    train       40/140         2.9%      1.00E-03    0.04519
 00:22:05    29/1000    train       50/140         2.9%      1.00E-03    0.05214
 00:22:06    29/1000     val         7/19          2.9%      1.00E-03    0.04413
 00:22:09    29/1000    train       60/140         2.9%      1.00E-03    0.04241
 00:22:10    29/1000     val         9/19          3.0%      1.00E-03    0.04654
 00:22:11    29/1000    train       70/140         3.0%      1.00E-03    0.03965
 00:22:14    29/1000    train       80/140         3.0%      1.00E-03    0.03790
 00:22:15    29/1000     val        11/19          3.0%      1.00E-03    0.04783
 00:22:18    29/1000    train       90/140         3.0%      1.00E-03    0.04057
 00:22:19    29/1000     val        13/19          3.0%      1.00E-03    0.04559
 00:22:20    29/1000    train      100/140         3.0%      1.00E-03    0.04119
 00:22:23    29/1000    train      110/140         3.0%      1.00E-03    0.03831
 00:22:24    29/1000     val        15/19          3.0%      1.00E-03    0.04273
 00:22:26    29/1000    train      120/140         3.0%      1.00E-03    0.04671
 00:22:28    29/1000     val        17/19          3.0%      1.00E-03    0.03817
 00:22:29    29/1000    train      130/140         3.0%      1.00E-03    0.03904
training run exp-model_v1-fc-emd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 00:22:32    30/1000    train        0/140         3.0%      1.00E-03    0.03868
 00:22:34    30/1000     val         0/19          3.0%      1.00E-03    0.04624
Visualizing ...
Generating html visualization ...
DONE
 00:22:46    30/1000    train       10/140         3.0%      1.00E-03    0.04879
 00:22:48    30/1000     val         2/19          3.0%      1.00E-03    0.06366
 00:22:48    30/1000    train       20/140         3.0%      1.00E-03    0.04092
 00:22:52    30/1000     val         4/19          3.0%      1.00E-03    0.04982
 00:22:52    30/1000    train       30/140         3.0%      1.00E-03    0.04332
 00:22:55    30/1000    train       40/140         3.0%      1.00E-03    0.04432
 00:22:56    30/1000     val         6/19          3.0%      1.00E-03    0.03720
 00:22:57    30/1000    train       50/140         3.0%      1.00E-03    0.03332
 00:23:02    30/1000     val         8/19          3.0%      1.00E-03    0.04168
 00:23:02    30/1000    train       60/140         3.0%      1.00E-03    0.04338
 00:23:04    30/1000    train       70/140         3.1%      1.00E-03    0.04258
 00:23:07    30/1000     val        10/19          3.1%      1.00E-03    0.04367
 00:23:07    30/1000    train       80/140         3.1%      1.00E-03    0.04584
 00:23:11    30/1000     val        12/19          3.1%      1.00E-03    0.04897
 00:23:11    30/1000    train       90/140         3.1%      1.00E-03    0.04387
 00:23:14    30/1000    train      100/140         3.1%      1.00E-03    0.04020
 00:23:16    30/1000     val        14/19          3.1%      1.00E-03    0.03867
 00:23:16    30/1000    train      110/140         3.1%      1.00E-03    0.03998
 00:23:20    30/1000     val        16/19          3.1%      1.00E-03    0.05140
 00:23:20    30/1000    train      120/140         3.1%      1.00E-03    0.04805
 00:23:23    30/1000    train      130/140         3.1%      1.00E-03    0.04116
 00:23:24    30/1000     val        18/19          3.1%      1.00E-03    0.04417
training run exp-model_v1-fc-emd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 00:23:27    31/1000    train        0/140         3.1%      1.00E-03    0.04437
 00:23:29    31/1000     val         1/19          3.1%      1.00E-03    0.04453
 00:23:30    31/1000    train       10/140         3.1%      1.00E-03    0.04592
 00:23:32    31/1000    train       20/140         3.1%      1.00E-03    0.04360
 00:23:34    31/1000     val         3/19          3.1%      1.00E-03    0.04953
 00:23:37    31/1000    train       30/140         3.1%      1.00E-03    0.04038
 00:23:39    31/1000     val         5/19          3.1%      1.00E-03    0.04336
 00:23:39    31/1000    train       40/140         3.1%      1.00E-03    0.03883
 00:23:42    31/1000    train       50/140         3.1%      1.00E-03    0.03977
 00:23:43    31/1000     val         7/19          3.1%      1.00E-03    0.04593
 00:23:46    31/1000    train       60/140         3.1%      1.00E-03    0.04525
 00:23:47    31/1000     val         9/19          3.2%      1.00E-03    0.04467
 00:23:48    31/1000    train       70/140         3.2%      1.00E-03    0.04127
 00:23:51    31/1000    train       80/140         3.2%      1.00E-03    0.03551
 00:23:52    31/1000     val        11/19          3.2%      1.00E-03    0.04672
 00:23:54    31/1000    train       90/140         3.2%      1.00E-03    0.03542
 00:23:56    31/1000     val        13/19          3.2%      1.00E-03    0.03940
 00:23:57    31/1000    train      100/140         3.2%      1.00E-03    0.04096
 00:24:00    31/1000    train      110/140         3.2%      1.00E-03    0.04260
 00:24:01    31/1000     val        15/19          3.2%      1.00E-03    0.04151
 00:24:03    31/1000    train      120/140         3.2%      1.00E-03    0.03932
 00:24:05    31/1000     val        17/19          3.2%      1.00E-03    0.03985
 00:24:05    31/1000    train      130/140         3.2%      1.00E-03    0.04087
training run exp-model_v1-fc-emd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 00:24:09    32/1000    train        0/140         3.2%      1.00E-03    0.03398
 00:24:10    32/1000     val         0/19          3.2%      1.00E-03    0.04021
 00:24:12    32/1000    train       10/140         3.2%      1.00E-03    0.04096
 00:24:14    32/1000     val         2/19          3.2%      1.00E-03    0.04393
 00:24:15    32/1000    train       20/140         3.2%      1.00E-03    0.04126
 00:24:19    32/1000     val         4/19          3.2%      1.00E-03    0.05056
 00:24:19    32/1000    train       30/140         3.2%      1.00E-03    0.03715
 00:24:22    32/1000    train       40/140         3.2%      1.00E-03    0.04276
 00:24:24    32/1000     val         6/19          3.2%      1.00E-03    0.04670
 00:24:24    32/1000    train       50/140         3.2%      1.00E-03    0.03458
 00:24:28    32/1000     val         8/19          3.2%      1.00E-03    0.04236
 00:24:28    32/1000    train       60/140         3.2%      1.00E-03    0.04054
 00:24:31    32/1000    train       70/140         3.3%      1.00E-03    0.04146
 00:24:33    32/1000     val        10/19          3.3%      1.00E-03    0.04151
 00:24:34    32/1000    train       80/140         3.3%      1.00E-03    0.04094
 00:24:37    32/1000     val        12/19          3.3%      1.00E-03    0.05264
 00:24:37    32/1000    train       90/140         3.3%      1.00E-03    0.03672
 00:24:39    32/1000    train      100/140         3.3%      1.00E-03    0.03973
 00:24:42    32/1000     val        14/19          3.3%      1.00E-03    0.03798
 00:24:43    32/1000    train      110/140         3.3%      1.00E-03    0.04125
 00:24:47    32/1000     val        16/19          3.3%      1.00E-03    0.04276
 00:24:47    32/1000    train      120/140         3.3%      1.00E-03    0.03766
 00:24:49    32/1000    train      130/140         3.3%      1.00E-03    0.03893
 00:24:51    32/1000     val        18/19          3.3%      1.00E-03    0.04506
training run exp-model_v1-fc-emd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 00:24:53    33/1000    train        0/140         3.3%      1.00E-03    0.03912
 00:24:57    33/1000     val         1/19          3.3%      1.00E-03    0.04273
 00:24:57    33/1000    train       10/140         3.3%      1.00E-03    0.03347
 00:24:59    33/1000    train       20/140         3.3%      1.00E-03    0.03884
 00:25:01    33/1000     val         3/19          3.3%      1.00E-03    0.04408
 00:25:04    33/1000    train       30/140         3.3%      1.00E-03    0.03725
 00:25:06    33/1000     val         5/19          3.3%      1.00E-03    0.04008
 00:25:06    33/1000    train       40/140         3.3%      1.00E-03    0.03757
 00:25:08    33/1000    train       50/140         3.3%      1.00E-03    0.03650
 00:25:10    33/1000     val         7/19          3.3%      1.00E-03    0.04199
 00:25:12    33/1000    train       60/140         3.3%      1.00E-03    0.04314
 00:25:14    33/1000     val         9/19          3.4%      1.00E-03    0.04946
 00:25:15    33/1000    train       70/140         3.4%      1.00E-03    0.04334
 00:25:17    33/1000    train       80/140         3.4%      1.00E-03    0.03506
 00:25:19    33/1000     val        11/19          3.4%      1.00E-03    0.04545
 00:25:21    33/1000    train       90/140         3.4%      1.00E-03    0.03903
 00:25:23    33/1000     val        13/19          3.4%      1.00E-03    0.05056
 00:25:24    33/1000    train      100/140         3.4%      1.00E-03    0.03699
 00:25:26    33/1000    train      110/140         3.4%      1.00E-03    0.03277
 00:25:27    33/1000     val        15/19          3.4%      1.00E-03    0.05137
 00:25:30    33/1000    train      120/140         3.4%      1.00E-03    0.03612
 00:25:32    33/1000     val        17/19          3.4%      1.00E-03    0.03655
 00:25:33    33/1000    train      130/140         3.4%      1.00E-03    0.04536
training run exp-model_v1-fc-emd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 00:25:37    34/1000    train        0/140         3.4%      1.00E-03    0.04331
 00:25:38    34/1000     val         0/19          3.4%      1.00E-03    0.04335
 00:25:40    34/1000    train       10/140         3.4%      1.00E-03    0.04307
 00:25:41    34/1000     val         2/19          3.4%      1.00E-03    0.04532
 00:25:42    34/1000    train       20/140         3.4%      1.00E-03    0.03982
 00:25:47    34/1000     val         4/19          3.4%      1.00E-03    0.04525
 00:25:47    34/1000    train       30/140         3.4%      1.00E-03    0.03689
 00:25:49    34/1000    train       40/140         3.4%      1.00E-03    0.03927
 00:25:51    34/1000     val         6/19          3.4%      1.00E-03    0.04235
 00:25:52    34/1000    train       50/140         3.4%      1.00E-03    0.03486
 00:25:56    34/1000     val         8/19          3.4%      1.00E-03    0.04272
 00:25:56    34/1000    train       60/140         3.4%      1.00E-03    0.03946
 00:25:58    34/1000    train       70/140         3.5%      1.00E-03    0.04332
 00:25:59    34/1000     val        10/19          3.5%      1.00E-03    0.04438
 00:26:01    34/1000    train       80/140         3.5%      1.00E-03    0.03943
 00:26:04    34/1000     val        12/19          3.5%      1.00E-03    0.04380
 00:26:04    34/1000    train       90/140         3.5%      1.00E-03    0.04336
 00:26:06    34/1000    train      100/140         3.5%      1.00E-03    0.03798
 00:26:09    34/1000     val        14/19          3.5%      1.00E-03    0.04569
 00:26:10    34/1000    train      110/140         3.5%      1.00E-03    0.04021
 00:26:13    34/1000     val        16/19          3.5%      1.00E-03    0.04592
 00:26:13    34/1000    train      120/140         3.5%      1.00E-03    0.04016
 00:26:17    34/1000    train      130/140         3.5%      1.00E-03    0.04604
 00:26:18    34/1000     val        18/19          3.5%      1.00E-03    0.04822
training run exp-model_v1-fc-emd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 00:26:21    35/1000    train        0/140         3.5%      1.00E-03    0.03648
 00:26:24    35/1000     val         1/19          3.5%      1.00E-03    0.04854
 00:26:25    35/1000    train       10/140         3.5%      1.00E-03    0.04067
 00:26:27    35/1000    train       20/140         3.5%      1.00E-03    0.03972
 00:26:29    35/1000     val         3/19          3.5%      1.00E-03    0.04971
 00:26:31    35/1000    train       30/140         3.5%      1.00E-03    0.03649
 00:26:33    35/1000     val         5/19          3.5%      1.00E-03    0.04680
 00:26:34    35/1000    train       40/140         3.5%      1.00E-03    0.03794
 00:26:35    35/1000    train       50/140         3.5%      1.00E-03    0.03923
 00:26:37    35/1000     val         7/19          3.5%      1.00E-03    0.04058
 00:26:40    35/1000    train       60/140         3.5%      1.00E-03    0.03882
 00:26:42    35/1000     val         9/19          3.6%      1.00E-03    0.05096
 00:26:43    35/1000    train       70/140         3.6%      1.00E-03    0.03969
 00:26:45    35/1000    train       80/140         3.6%      1.00E-03    0.04228
 00:26:47    35/1000     val        11/19          3.6%      1.00E-03    0.04666
 00:26:49    35/1000    train       90/140         3.6%      1.00E-03    0.04001
 00:26:51    35/1000     val        13/19          3.6%      1.00E-03    0.04049
 00:26:51    35/1000    train      100/140         3.6%      9.00E-04    0.03527
 00:26:54    35/1000    train      110/140         3.6%      9.00E-04    0.03869
 00:26:55    35/1000     val        15/19          3.6%      9.00E-04    0.03748
 00:26:58    35/1000    train      120/140         3.6%      9.00E-04    0.04189
 00:27:00    35/1000     val        17/19          3.6%      9.00E-04    0.04039
 00:27:00    35/1000    train      130/140         3.6%      9.00E-04    0.03525
training run exp-model_v1-fc-emd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 00:27:04    36/1000    train        0/140         3.6%      9.00E-04    0.04671
 00:27:05    36/1000     val         0/19          3.6%      9.00E-04    0.05009
 00:27:07    36/1000    train       10/140         3.6%      9.00E-04    0.04566
 00:27:09    36/1000     val         2/19          3.6%      9.00E-04    0.04156
 00:27:10    36/1000    train       20/140         3.6%      9.00E-04    0.03370
 00:27:14    36/1000     val         4/19          3.6%      9.00E-04    0.05138
 00:27:14    36/1000    train       30/140         3.6%      9.00E-04    0.03622
 00:27:17    36/1000    train       40/140         3.6%      9.00E-04    0.03233
 00:27:19    36/1000     val         6/19          3.6%      9.00E-04    0.04146
 00:27:20    36/1000    train       50/140         3.6%      9.00E-04    0.04460
 00:27:24    36/1000     val         8/19          3.6%      9.00E-04    0.04202
 00:27:24    36/1000    train       60/140         3.6%      9.00E-04    0.03942
 00:27:26    36/1000    train       70/140         3.7%      9.00E-04    0.04208
 00:27:27    36/1000     val        10/19          3.7%      9.00E-04    0.03745
 00:27:28    36/1000    train       80/140         3.7%      9.00E-04    0.03723
 00:27:33    36/1000     val        12/19          3.7%      9.00E-04    0.04464
 00:27:33    36/1000    train       90/140         3.7%      9.00E-04    0.03112
 00:27:36    36/1000    train      100/140         3.7%      9.00E-04    0.04133
 00:27:38    36/1000     val        14/19          3.7%      9.00E-04    0.04691
 00:27:38    36/1000    train      110/140         3.7%      9.00E-04    0.04046
 00:27:41    36/1000     val        16/19          3.7%      9.00E-04    0.04440
 00:27:41    36/1000    train      120/140         3.7%      9.00E-04    0.03558
 00:27:44    36/1000    train      130/140         3.7%      9.00E-04    0.03995
 00:27:46    36/1000     val        18/19          3.7%      9.00E-04    0.04288
training run exp-model_v1-fc-emd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 00:27:48    37/1000    train        0/140         3.7%      9.00E-04    0.04083
 00:27:52    37/1000     val         1/19          3.7%      9.00E-04    0.04931
 00:27:52    37/1000    train       10/140         3.7%      9.00E-04    0.03662
 00:27:55    37/1000    train       20/140         3.7%      9.00E-04    0.03675
 00:27:56    37/1000     val         3/19          3.7%      9.00E-04    0.04374
 00:27:59    37/1000    train       30/140         3.7%      9.00E-04    0.03624
 00:28:01    37/1000     val         5/19          3.7%      9.00E-04    0.04041
 00:28:01    37/1000    train       40/140         3.7%      9.00E-04    0.04267
 00:28:04    37/1000    train       50/140         3.7%      9.00E-04    0.03209
 00:28:05    37/1000     val         7/19          3.7%      9.00E-04    0.04161
 00:28:08    37/1000    train       60/140         3.7%      9.00E-04    0.03451
 00:28:10    37/1000     val         9/19          3.8%      9.00E-04    0.04031
 00:28:10    37/1000    train       70/140         3.8%      9.00E-04    0.03609
 00:28:13    37/1000    train       80/140         3.8%      9.00E-04    0.05451
 00:28:14    37/1000     val        11/19          3.8%      9.00E-04    0.04666
 00:28:16    37/1000    train       90/140         3.8%      9.00E-04    0.03839
 00:28:19    37/1000     val        13/19          3.8%      9.00E-04    0.03258
 00:28:19    37/1000    train      100/140         3.8%      9.00E-04    0.04469
 00:28:22    37/1000    train      110/140         3.8%      9.00E-04    0.03757
 00:28:23    37/1000     val        15/19          3.8%      9.00E-04    0.05011
 00:28:25    37/1000    train      120/140         3.8%      9.00E-04    0.03997
 00:28:27    37/1000     val        17/19          3.8%      9.00E-04    0.03947
 00:28:28    37/1000    train      130/140         3.8%      9.00E-04    0.04060
training run exp-model_v1-fc-emd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 00:28:31    38/1000    train        0/140         3.8%      9.00E-04    0.03537
 00:28:33    38/1000     val         0/19          3.8%      9.00E-04    0.03985
 00:28:35    38/1000    train       10/140         3.8%      9.00E-04    0.04014
 00:28:37    38/1000     val         2/19          3.8%      9.00E-04    0.04237
 00:28:38    38/1000    train       20/140         3.8%      9.00E-04    0.03873
 00:28:42    38/1000     val         4/19          3.8%      9.00E-04    0.04458
 00:28:42    38/1000    train       30/140         3.8%      9.00E-04    0.03541
 00:28:44    38/1000    train       40/140         3.8%      9.00E-04    0.03872
 00:28:45    38/1000     val         6/19          3.8%      9.00E-04    0.03622
 00:28:46    38/1000    train       50/140         3.8%      9.00E-04    0.03293
 00:28:51    38/1000     val         8/19          3.8%      9.00E-04    0.03686
 00:28:51    38/1000    train       60/140         3.8%      9.00E-04    0.04084
 00:28:53    38/1000    train       70/140         3.9%      9.00E-04    0.04051
 00:28:55    38/1000     val        10/19          3.9%      9.00E-04    0.03934
 00:28:56    38/1000    train       80/140         3.9%      9.00E-04    0.03795
 00:29:00    38/1000     val        12/19          3.9%      9.00E-04    0.04935
 00:29:00    38/1000    train       90/140         3.9%      9.00E-04    0.03701
 00:29:02    38/1000    train      100/140         3.9%      9.00E-04    0.03181
 00:29:04    38/1000     val        14/19          3.9%      9.00E-04    0.04220
 00:29:05    38/1000    train      110/140         3.9%      9.00E-04    0.03778
 00:29:09    38/1000     val        16/19          3.9%      9.00E-04    0.04088
 00:29:09    38/1000    train      120/140         3.9%      9.00E-04    0.03459
 00:29:11    38/1000    train      130/140         3.9%      9.00E-04    0.04366
 00:29:13    38/1000     val        18/19          3.9%      9.00E-04    0.04431
training run exp-model_v1-fc-emd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 00:29:15    39/1000    train        0/140         3.9%      9.00E-04    0.04051
 00:29:19    39/1000     val         1/19          3.9%      9.00E-04    0.04668
 00:29:19    39/1000    train       10/140         3.9%      9.00E-04    0.03731
 00:29:21    39/1000    train       20/140         3.9%      9.00E-04    0.03801
 00:29:23    39/1000     val         3/19          3.9%      9.00E-04    0.04608
 00:29:26    39/1000    train       30/140         3.9%      9.00E-04    0.03730
 00:29:28    39/1000     val         5/19          3.9%      9.00E-04    0.04429
 00:29:28    39/1000    train       40/140         3.9%      9.00E-04    0.03936
 00:29:31    39/1000    train       50/140         3.9%      9.00E-04    0.04354
 00:29:32    39/1000     val         7/19          3.9%      9.00E-04    0.04756
 00:29:34    39/1000    train       60/140         3.9%      9.00E-04    0.04067
 00:29:36    39/1000     val         9/19          4.0%      9.00E-04    0.04059
 00:29:37    39/1000    train       70/140         4.0%      9.00E-04    0.03916
 00:29:39    39/1000    train       80/140         4.0%      9.00E-04    0.04291
 00:29:41    39/1000     val        11/19          4.0%      9.00E-04    0.05736
 00:29:44    39/1000    train       90/140         4.0%      9.00E-04    0.04138
 00:29:45    39/1000     val        13/19          4.0%      9.00E-04    0.03406
 00:29:46    39/1000    train      100/140         4.0%      9.00E-04    0.04583
 00:29:49    39/1000    train      110/140         4.0%      9.00E-04    0.04039
 00:29:50    39/1000     val        15/19          4.0%      9.00E-04    0.03873
 00:29:52    39/1000    train      120/140         4.0%      9.00E-04    0.03958
 00:29:54    39/1000     val        17/19          4.0%      9.00E-04    0.03467
 00:29:54    39/1000    train      130/140         4.0%      9.00E-04    0.04406
training run exp-model_v1-fc-emd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 00:29:59    40/1000    train        0/140         4.0%      9.00E-04    0.03734
 00:30:00    40/1000     val         0/19          4.0%      9.00E-04    0.03956
Visualizing ...
Generating html visualization ...
DONE
 00:30:12    40/1000    train       10/140         4.0%      9.00E-04    0.04007
 00:30:14    40/1000     val         2/19          4.0%      9.00E-04    0.04051
 00:30:15    40/1000    train       20/140         4.0%      9.00E-04    0.03684
 00:30:19    40/1000     val         4/19          4.0%      9.00E-04    0.03929
 00:30:19    40/1000    train       30/140         4.0%      9.00E-04    0.03421
 00:30:22    40/1000    train       40/140         4.0%      9.00E-04    0.03787
 00:30:24    40/1000     val         6/19          4.0%      9.00E-04    0.03952
 00:30:24    40/1000    train       50/140         4.0%      9.00E-04    0.03879
 00:30:28    40/1000     val         8/19          4.0%      9.00E-04    0.04581
 00:30:28    40/1000    train       60/140         4.0%      9.00E-04    0.03899
 00:30:31    40/1000    train       70/140         4.1%      9.00E-04    0.03762
 00:30:32    40/1000     val        10/19          4.1%      9.00E-04    0.03983
 00:30:33    40/1000    train       80/140         4.1%      9.00E-04    0.03514
 00:30:37    40/1000     val        12/19          4.1%      9.00E-04    0.04593
 00:30:37    40/1000    train       90/140         4.1%      9.00E-04    0.04743
 00:30:40    40/1000    train      100/140         4.1%      9.00E-04    0.04461
 00:30:41    40/1000     val        14/19          4.1%      9.00E-04    0.05301
 00:30:42    40/1000    train      110/140         4.1%      9.00E-04    0.03442
 00:30:45    40/1000     val        16/19          4.1%      9.00E-04    0.04586
 00:30:46    40/1000    train      120/140         4.1%      9.00E-04    0.03812
 00:30:49    40/1000    train      130/140         4.1%      9.00E-04    0.03812
 00:30:51    40/1000     val        18/19          4.1%      9.00E-04    0.04690
training run exp-model_v1-fc-emd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 00:30:53    41/1000    train        0/140         4.1%      9.00E-04    0.03919
 00:30:57    41/1000     val         1/19          4.1%      9.00E-04    0.04276
 00:30:57    41/1000    train       10/140         4.1%      9.00E-04    0.03619
 00:30:59    41/1000    train       20/140         4.1%      9.00E-04    0.03635
 00:31:00    41/1000     val         3/19          4.1%      9.00E-04    0.03864
 00:31:03    41/1000    train       30/140         4.1%      9.00E-04    0.04183
 00:31:06    41/1000     val         5/19          4.1%      9.00E-04    0.03608
 00:31:06    41/1000    train       40/140         4.1%      9.00E-04    0.03475
 00:31:09    41/1000    train       50/140         4.1%      9.00E-04    0.04159
 00:31:10    41/1000     val         7/19          4.1%      9.00E-04    0.04041
 00:31:12    41/1000    train       60/140         4.1%      9.00E-04    0.04545
 00:31:15    41/1000     val         9/19          4.2%      9.00E-04    0.04119
 00:31:15    41/1000    train       70/140         4.2%      9.00E-04    0.04914
 00:31:18    41/1000    train       80/140         4.2%      9.00E-04    0.04093
 00:31:19    41/1000     val        11/19          4.2%      9.00E-04    0.04612
 00:31:22    41/1000    train       90/140         4.2%      9.00E-04    0.03292
 00:31:23    41/1000     val        13/19          4.2%      9.00E-04    0.04106
 00:31:24    41/1000    train      100/140         4.2%      9.00E-04    0.04132
 00:31:27    41/1000    train      110/140         4.2%      9.00E-04    0.04146
 00:31:28    41/1000     val        15/19          4.2%      9.00E-04    0.03916
 00:31:31    41/1000    train      120/140         4.2%      9.00E-04    0.04235
 00:31:33    41/1000     val        17/19          4.2%      9.00E-04    0.03781
 00:31:33    41/1000    train      130/140         4.2%      9.00E-04    0.03708
training run exp-model_v1-fc-emd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 00:31:37    42/1000    train        0/140         4.2%      9.00E-04    0.03371
 00:31:38    42/1000     val         0/19          4.2%      9.00E-04    0.05121
 00:31:40    42/1000    train       10/140         4.2%      9.00E-04    0.04149
 00:31:42    42/1000     val         2/19          4.2%      9.00E-04    0.04174
 00:31:43    42/1000    train       20/140         4.2%      9.00E-04    0.03430
 00:31:46    42/1000     val         4/19          4.2%      9.00E-04    0.04310
 00:31:47    42/1000    train       30/140         4.2%      9.00E-04    0.03450
 00:31:49    42/1000    train       40/140         4.2%      9.00E-04    0.04786
 00:31:51    42/1000     val         6/19          4.2%      9.00E-04    0.04534
 00:31:52    42/1000    train       50/140         4.2%      9.00E-04    0.03687
 00:31:56    42/1000     val         8/19          4.2%      9.00E-04    0.03907
 00:31:56    42/1000    train       60/140         4.2%      9.00E-04    0.03508
 00:31:59    42/1000    train       70/140         4.3%      9.00E-04    0.03714
 00:32:00    42/1000     val        10/19          4.3%      9.00E-04    0.04895
 00:32:01    42/1000    train       80/140         4.3%      9.00E-04    0.03577
 00:32:05    42/1000     val        12/19          4.3%      9.00E-04    0.04657
 00:32:05    42/1000    train       90/140         4.3%      9.00E-04    0.03934
 00:32:08    42/1000    train      100/140         4.3%      9.00E-04    0.03589
 00:32:10    42/1000     val        14/19          4.3%      9.00E-04    0.04638
 00:32:10    42/1000    train      110/140         4.3%      9.00E-04    0.04778
 00:32:14    42/1000     val        16/19          4.3%      9.00E-04    0.04568
 00:32:14    42/1000    train      120/140         4.3%      9.00E-04    0.03800
 00:32:17    42/1000    train      130/140         4.3%      9.00E-04    0.03632
 00:32:18    42/1000     val        18/19          4.3%      9.00E-04    0.03947
training run exp-model_v1-fc-emd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 00:32:20    43/1000    train        0/140         4.3%      9.00E-04    0.04321
 00:32:24    43/1000     val         1/19          4.3%      9.00E-04    0.04213
 00:32:24    43/1000    train       10/140         4.3%      9.00E-04    0.03362
 00:32:27    43/1000    train       20/140         4.3%      9.00E-04    0.03314
 00:32:28    43/1000     val         3/19          4.3%      9.00E-04    0.04320
 00:32:31    43/1000    train       30/140         4.3%      9.00E-04    0.03918
 00:32:33    43/1000     val         5/19          4.3%      9.00E-04    0.04051
 00:32:33    43/1000    train       40/140         4.3%      9.00E-04    0.04451
 00:32:35    43/1000    train       50/140         4.3%      9.00E-04    0.04394
 00:32:37    43/1000     val         7/19          4.3%      9.00E-04    0.04704
 00:32:40    43/1000    train       60/140         4.3%      9.00E-04    0.03524
 00:32:41    43/1000     val         9/19          4.4%      9.00E-04    0.03904
 00:32:42    43/1000    train       70/140         4.4%      9.00E-04    0.03928
 00:32:45    43/1000    train       80/140         4.4%      9.00E-04    0.04217
 00:32:46    43/1000     val        11/19          4.4%      9.00E-04    0.03929
 00:32:49    43/1000    train       90/140         4.4%      9.00E-04    0.03345
 00:32:50    43/1000     val        13/19          4.4%      9.00E-04    0.04335
 00:32:51    43/1000    train      100/140         4.4%      9.00E-04    0.03351
 00:32:53    43/1000    train      110/140         4.4%      9.00E-04    0.03684
 00:32:55    43/1000     val        15/19          4.4%      9.00E-04    0.03619
