./train_v1.py --exp_suffix fc-cd --data_dir ../../data/PartNetShapeData-Chair/train --val_data_dir ../../data/PartNetShapeData-Chair/val --num_point 2048 --decoder_type fc --loss_type cd --model_version model_v1 --overwrite

Random Seed: 3124256514
Using device: cuda:0

[PartNetPartDataset 4489] data_dir: ../../data/PartNetShapeData-Chair/train, num_point: 2048
[PartNetPartDataset 617] data_dir: ../../data/PartNetShapeData-Chair/val, num_point: 2048
Using FCDecoder-NoBN!

Network(
  (encoder): PointNet(
    (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,))
    (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
    (conv3): Conv1d(128, 256, kernel_size=(1,), stride=(1,))
    (conv4): Conv1d(256, 1024, kernel_size=(1,), stride=(1,))
    (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn3): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn4): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (fc1): Linear(in_features=1024, out_features=1024, bias=True)
    (bn5): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (fc2): Linear(in_features=1024, out_features=128, bias=True)
    (bn6): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  )
  (decoder): FCDecoder(
    (mlp1): Linear(in_features=128, out_features=1024, bias=True)
    (mlp2): Linear(in_features=1024, out_features=1024, bias=True)
    (mlp3): Linear(in_features=1024, out_features=6144, bias=True)
  )
)

training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 03:43:53   374/1000     val         6/19         37.4%      3.49E-04    0.00299
 03:43:54   374/1000    train       50/140        37.4%      3.49E-04    0.00238
 03:43:57   374/1000     val         8/19         37.4%      3.49E-04    0.00345
 03:43:57   374/1000    train       60/140        37.4%      3.49E-04    0.00263
 03:43:59   374/1000    train       70/140        37.5%      3.49E-04    0.00322
 03:44:01   374/1000     val        10/19         37.5%      3.49E-04    0.00276
 03:44:01   374/1000    train       80/140        37.5%      3.49E-04    0.00251
 03:44:04   374/1000     val        12/19         37.5%      3.49E-04    0.00344
 03:44:04   374/1000    train       90/140        37.5%      3.49E-04    0.00256
 03:44:06   374/1000    train      100/140        37.5%      3.49E-04    0.00276
 03:44:08   374/1000     val        14/19         37.5%      3.49E-04    0.00296
 03:44:08   374/1000    train      110/140        37.5%      3.49E-04    0.00287
 03:44:11   374/1000     val        16/19         37.5%      3.49E-04    0.00357
 03:44:11   374/1000    train      120/140        37.5%      3.49E-04    0.00286
 03:44:13   374/1000    train      130/140        37.5%      3.49E-04    0.00301
 03:44:15   374/1000     val        18/19         37.5%      3.49E-04    0.00328
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 03:44:16   375/1000    train        0/140        37.5%      3.49E-04    0.00230
 03:44:19   375/1000     val         1/19         37.5%      3.49E-04    0.00310
 03:44:19   375/1000    train       10/140        37.5%      3.49E-04    0.00254
 03:44:21   375/1000    train       20/140        37.5%      3.49E-04    0.00270
 03:44:23   375/1000     val         3/19         37.5%      3.49E-04    0.00352
 03:44:24   375/1000    train       30/140        37.5%      3.49E-04    0.00307
 03:44:26   375/1000     val         5/19         37.5%      3.49E-04    0.00280
 03:44:26   375/1000    train       40/140        37.5%      3.49E-04    0.00346
 03:44:28   375/1000    train       50/140        37.5%      3.49E-04    0.00277
 03:44:30   375/1000     val         7/19         37.5%      3.49E-04    0.00328
 03:44:32   375/1000    train       60/140        37.5%      3.49E-04    0.00294
 03:44:33   375/1000     val         9/19         37.6%      3.49E-04    0.00287
 03:44:33   375/1000    train       70/140        37.6%      3.49E-04    0.00246
 03:44:36   375/1000    train       80/140        37.6%      3.49E-04    0.00295
 03:44:36   375/1000     val        11/19         37.6%      3.49E-04    0.00319
 03:44:39   375/1000    train       90/140        37.6%      3.49E-04    0.00285
 03:44:41   375/1000     val        13/19         37.6%      3.49E-04    0.00386
 03:44:41   375/1000    train      100/140        37.6%      3.49E-04    0.00234
 03:44:43   375/1000    train      110/140        37.6%      3.49E-04    0.00260
 03:44:44   375/1000     val        15/19         37.6%      3.49E-04    0.00329
 03:44:46   375/1000    train      120/140        37.6%      3.49E-04    0.00274
 03:44:47   375/1000     val        17/19         37.6%      3.49E-04    0.00251
 03:44:48   375/1000    train      130/140        37.6%      3.49E-04    0.00321
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 03:44:51   376/1000    train        0/140        37.6%      3.49E-04    0.00253
 03:44:52   376/1000     val         0/19         37.6%      3.49E-04    0.00302
 03:44:54   376/1000    train       10/140        37.6%      3.49E-04    0.00265
 03:44:56   376/1000     val         2/19         37.6%      3.49E-04    0.00304
 03:44:56   376/1000    train       20/140        37.6%      3.49E-04    0.00238
 03:44:59   376/1000     val         4/19         37.6%      3.49E-04    0.00293
 03:44:59   376/1000    train       30/140        37.6%      3.49E-04    0.00234
 03:45:01   376/1000    train       40/140        37.6%      3.49E-04    0.00275
 03:45:02   376/1000     val         6/19         37.6%      3.49E-04    0.00278
 03:45:03   376/1000    train       50/140        37.6%      3.49E-04    0.00290
 03:45:07   376/1000     val         8/19         37.6%      3.49E-04    0.00323
 03:45:07   376/1000    train       60/140        37.6%      3.49E-04    0.00269
 03:45:09   376/1000    train       70/140        37.7%      3.49E-04    0.00310
 03:45:10   376/1000     val        10/19         37.7%      3.49E-04    0.00303
 03:45:11   376/1000    train       80/140        37.7%      3.49E-04    0.00324
 03:45:14   376/1000     val        12/19         37.7%      3.49E-04    0.00353
 03:45:14   376/1000    train       90/140        37.7%      3.49E-04    0.00281
 03:45:15   376/1000    train      100/140        37.7%      3.49E-04    0.00223
 03:45:17   376/1000     val        14/19         37.7%      3.49E-04    0.00306
 03:45:19   376/1000    train      110/140        37.7%      3.49E-04    0.00299
 03:45:21   376/1000     val        16/19         37.7%      3.49E-04    0.00365
 03:45:21   376/1000    train      120/140        37.7%      3.49E-04    0.00252
 03:45:23   376/1000    train      130/140        37.7%      3.49E-04    0.00273
 03:45:24   376/1000     val        18/19         37.7%      3.49E-04    0.00341
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 03:45:26   377/1000    train        0/140        37.7%      3.49E-04    0.00334
 03:45:28   377/1000     val         1/19         37.7%      3.49E-04    0.00300
 03:45:29   377/1000    train       10/140        37.7%      3.49E-04    0.00259
 03:45:31   377/1000    train       20/140        37.7%      3.49E-04    0.00283
 03:45:33   377/1000     val         3/19         37.7%      3.49E-04    0.00414
 03:45:34   377/1000    train       30/140        37.7%      3.49E-04    0.00244
 03:45:36   377/1000     val         5/19         37.7%      3.49E-04    0.00309
 03:45:36   377/1000    train       40/140        37.7%      3.49E-04    0.00282
 03:45:38   377/1000    train       50/140        37.7%      3.49E-04    0.00259
 03:45:40   377/1000     val         7/19         37.7%      3.49E-04    0.00349
 03:45:41   377/1000    train       60/140        37.7%      3.49E-04    0.00281
 03:45:43   377/1000     val         9/19         37.8%      3.49E-04    0.00311
 03:45:43   377/1000    train       70/140        37.8%      3.49E-04    0.00260
 03:45:45   377/1000    train       80/140        37.8%      3.49E-04    0.00277
 03:45:47   377/1000     val        11/19         37.8%      3.49E-04    0.00315
 03:45:49   377/1000    train       90/140        37.8%      3.49E-04    0.00269
 03:45:51   377/1000     val        13/19         37.8%      3.49E-04    0.00382
 03:45:51   377/1000    train      100/140        37.8%      3.49E-04    0.00261
 03:45:53   377/1000    train      110/140        37.8%      3.49E-04    0.00294
 03:45:54   377/1000     val        15/19         37.8%      3.49E-04    0.00311
 03:45:56   377/1000    train      120/140        37.8%      3.49E-04    0.00284
 03:45:58   377/1000     val        17/19         37.8%      3.49E-04    0.00247
 03:45:58   377/1000    train      130/140        37.8%      3.49E-04    0.00258
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 03:46:01   378/1000    train        0/140        37.8%      3.49E-04    0.00210
 03:46:02   378/1000     val         0/19         37.8%      3.49E-04    0.00272
 03:46:04   378/1000    train       10/140        37.8%      3.49E-04    0.00268
 03:46:05   378/1000     val         2/19         37.8%      3.49E-04    0.00264
 03:46:06   378/1000    train       20/140        37.8%      3.49E-04    0.00283
 03:46:09   378/1000     val         4/19         37.8%      3.49E-04    0.00304
 03:46:09   378/1000    train       30/140        37.8%      3.49E-04    0.00249
 03:46:11   378/1000    train       40/140        37.8%      3.49E-04    0.00255
 03:46:13   378/1000     val         6/19         37.8%      3.49E-04    0.00284
 03:46:13   378/1000    train       50/140        37.8%      3.49E-04    0.00304
 03:46:17   378/1000     val         8/19         37.8%      3.49E-04    0.00341
 03:46:17   378/1000    train       60/140        37.8%      3.49E-04    0.00266
 03:46:19   378/1000    train       70/140        37.9%      3.49E-04    0.00249
 03:46:20   378/1000     val        10/19         37.9%      3.49E-04    0.00290
 03:46:20   378/1000    train       80/140        37.9%      3.49E-04    0.00275
 03:46:24   378/1000     val        12/19         37.9%      3.49E-04    0.00320
 03:46:24   378/1000    train       90/140        37.9%      3.49E-04    0.00255
 03:46:26   378/1000    train      100/140        37.9%      3.49E-04    0.00260
 03:46:27   378/1000     val        14/19         37.9%      3.49E-04    0.00267
 03:46:28   378/1000    train      110/140        37.9%      3.49E-04    0.00269
 03:46:31   378/1000     val        16/19         37.9%      3.49E-04    0.00350
 03:46:31   378/1000    train      120/140        37.9%      3.49E-04    0.00266
 03:46:33   378/1000    train      130/140        37.9%      3.49E-04    0.00255
 03:46:34   378/1000     val        18/19         37.9%      3.49E-04    0.00324
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 03:46:36   379/1000    train        0/140        37.9%      3.49E-04    0.00268
 03:46:39   379/1000     val         1/19         37.9%      3.49E-04    0.00383
 03:46:39   379/1000    train       10/140        37.9%      3.49E-04    0.00244
 03:46:41   379/1000    train       20/140        37.9%      3.49E-04    0.00231
 03:46:43   379/1000     val         3/19         37.9%      3.49E-04    0.00341
 03:46:44   379/1000    train       30/140        37.9%      3.49E-04    0.00250
 03:46:46   379/1000     val         5/19         37.9%      3.49E-04    0.00293
 03:46:46   379/1000    train       40/140        37.9%      3.49E-04    0.00305
 03:46:48   379/1000    train       50/140        37.9%      3.49E-04    0.00269
 03:46:50   379/1000     val         7/19         37.9%      3.49E-04    0.00360
 03:46:51   379/1000    train       60/140        37.9%      3.49E-04    0.00225
 03:46:53   379/1000     val         9/19         38.0%      3.49E-04    0.00276
 03:46:54   379/1000    train       70/140        38.0%      3.49E-04    0.00246
 03:46:55   379/1000    train       80/140        38.0%      3.49E-04    0.00233
 03:46:57   379/1000     val        11/19         38.0%      3.49E-04    0.00294
 03:46:59   379/1000    train       90/140        38.0%      3.49E-04    0.00269
 03:47:00   379/1000     val        13/19         38.0%      3.49E-04    0.00322
 03:47:00   379/1000    train      100/140        38.0%      3.49E-04    0.00272
 03:47:03   379/1000    train      110/140        38.0%      3.49E-04    0.00244
 03:47:04   379/1000     val        15/19         38.0%      3.49E-04    0.00324
 03:47:06   379/1000    train      120/140        38.0%      3.49E-04    0.00299
 03:47:07   379/1000     val        17/19         38.0%      3.49E-04    0.00233
 03:47:08   379/1000    train      130/140        38.0%      3.49E-04    0.00302
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 03:47:10   380/1000    train        0/140        38.0%      3.49E-04    0.00264
 03:47:12   380/1000     val         0/19         38.0%      3.49E-04    0.00304
Visualizing ...
Generating html visualization ...
DONE
 03:47:22   380/1000    train       10/140        38.0%      3.49E-04    0.00236
 03:47:24   380/1000     val         2/19         38.0%      3.49E-04    0.00291
 03:47:24   380/1000    train       20/140        38.0%      3.49E-04    0.00251
 03:47:28   380/1000     val         4/19         38.0%      3.49E-04    0.00289
 03:47:28   380/1000    train       30/140        38.0%      3.49E-04    0.00269
 03:47:30   380/1000    train       40/140        38.0%      3.49E-04    0.00305
 03:47:31   380/1000     val         6/19         38.0%      3.49E-04    0.00338
 03:47:32   380/1000    train       50/140        38.0%      3.49E-04    0.00222
 03:47:35   380/1000     val         8/19         38.0%      3.49E-04    0.00322
 03:47:35   380/1000    train       60/140        38.0%      3.49E-04    0.00262
 03:47:36   380/1000    train       70/140        38.1%      3.49E-04    0.00263
 03:47:38   380/1000     val        10/19         38.1%      3.49E-04    0.00267
 03:47:39   380/1000    train       80/140        38.1%      3.49E-04    0.00289
 03:47:42   380/1000     val        12/19         38.1%      3.49E-04    0.00383
 03:47:42   380/1000    train       90/140        38.1%      3.49E-04    0.00284
 03:47:44   380/1000    train      100/140        38.1%      3.49E-04    0.00213
 03:47:46   380/1000     val        14/19         38.1%      3.49E-04    0.00288
 03:47:46   380/1000    train      110/140        38.1%      3.49E-04    0.00245
 03:47:49   380/1000     val        16/19         38.1%      3.49E-04    0.00392
 03:47:49   380/1000    train      120/140        38.1%      3.49E-04    0.00279
 03:47:51   380/1000    train      130/140        38.1%      3.49E-04    0.00262
 03:47:53   380/1000     val        18/19         38.1%      3.49E-04    0.00303
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 03:47:54   381/1000    train        0/140        38.1%      3.49E-04    0.00262
 03:47:57   381/1000     val         1/19         38.1%      3.49E-04    0.00335
 03:47:57   381/1000    train       10/140        38.1%      3.49E-04    0.00283
 03:47:59   381/1000    train       20/140        38.1%      3.49E-04    0.00257
 03:48:01   381/1000     val         3/19         38.1%      3.49E-04    0.00321
 03:48:02   381/1000    train       30/140        38.1%      3.49E-04    0.00237
 03:48:04   381/1000     val         5/19         38.1%      3.49E-04    0.00312
 03:48:04   381/1000    train       40/140        38.1%      3.49E-04    0.00309
 03:48:06   381/1000    train       50/140        38.1%      3.49E-04    0.00259
 03:48:08   381/1000     val         7/19         38.1%      3.49E-04    0.00452
 03:48:10   381/1000    train       60/140        38.1%      3.49E-04    0.00284
 03:48:12   381/1000     val         9/19         38.2%      3.49E-04    0.00302
 03:48:12   381/1000    train       70/140        38.2%      3.49E-04    0.00292
 03:48:13   381/1000    train       80/140        38.2%      3.49E-04    0.00243
 03:48:15   381/1000     val        11/19         38.2%      3.49E-04    0.00315
 03:48:17   381/1000    train       90/140        38.2%      3.49E-04    0.00280
 03:48:18   381/1000     val        13/19         38.2%      3.49E-04    0.00331
 03:48:19   381/1000    train      100/140        38.2%      3.49E-04    0.00264
 03:48:20   381/1000    train      110/140        38.2%      3.49E-04    0.00321
 03:48:22   381/1000     val        15/19         38.2%      3.49E-04    0.00322
 03:48:24   381/1000    train      120/140        38.2%      3.49E-04    0.00240
 03:48:26   381/1000     val        17/19         38.2%      3.49E-04    0.00239
 03:48:26   381/1000    train      130/140        38.2%      3.49E-04    0.00226
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 03:48:28   382/1000    train        0/140        38.2%      3.49E-04    0.00282
 03:48:30   382/1000     val         0/19         38.2%      3.49E-04    0.00326
 03:48:32   382/1000    train       10/140        38.2%      3.49E-04    0.00218
 03:48:33   382/1000     val         2/19         38.2%      3.49E-04    0.00297
 03:48:34   382/1000    train       20/140        38.2%      3.49E-04    0.00241
 03:48:37   382/1000     val         4/19         38.2%      3.49E-04    0.00290
 03:48:37   382/1000    train       30/140        38.2%      3.49E-04    0.00276
 03:48:39   382/1000    train       40/140        38.2%      3.49E-04    0.00280
 03:48:41   382/1000     val         6/19         38.2%      3.49E-04    0.00276
 03:48:41   382/1000    train       50/140        38.2%      3.49E-04    0.00278
 03:48:44   382/1000     val         8/19         38.2%      3.49E-04    0.00310
 03:48:44   382/1000    train       60/140        38.2%      3.49E-04    0.00325
 03:48:46   382/1000    train       70/140        38.3%      3.49E-04    0.00267
 03:48:48   382/1000     val        10/19         38.3%      3.49E-04    0.00271
 03:48:48   382/1000    train       80/140        38.3%      3.49E-04    0.00273
 03:48:52   382/1000     val        12/19         38.3%      3.49E-04    0.00346
 03:48:52   382/1000    train       90/140        38.3%      3.49E-04    0.00258
 03:48:54   382/1000    train      100/140        38.3%      3.49E-04    0.00293
 03:48:55   382/1000     val        14/19         38.3%      3.49E-04    0.00298
 03:48:55   382/1000    train      110/140        38.3%      3.49E-04    0.00263
 03:48:59   382/1000     val        16/19         38.3%      3.49E-04    0.00341
 03:48:59   382/1000    train      120/140        38.3%      3.49E-04    0.00258
 03:49:01   382/1000    train      130/140        38.3%      3.49E-04    0.00270
 03:49:02   382/1000     val        18/19         38.3%      3.49E-04    0.00307
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 03:49:03   383/1000    train        0/140        38.3%      3.49E-04    0.00248
 03:49:06   383/1000     val         1/19         38.3%      3.49E-04    0.00320
 03:49:07   383/1000    train       10/140        38.3%      3.49E-04    0.00285
 03:49:09   383/1000    train       20/140        38.3%      3.49E-04    0.00226
 03:49:10   383/1000     val         3/19         38.3%      3.49E-04    0.00307
 03:49:12   383/1000    train       30/140        38.3%      3.49E-04    0.00237
 03:49:14   383/1000     val         5/19         38.3%      3.49E-04    0.00278
 03:49:14   383/1000    train       40/140        38.3%      3.49E-04    0.00264
 03:49:16   383/1000    train       50/140        38.3%      3.49E-04    0.00256
 03:49:17   383/1000     val         7/19         38.3%      3.49E-04    0.00363
 03:49:19   383/1000    train       60/140        38.3%      3.49E-04    0.00236
 03:49:21   383/1000     val         9/19         38.4%      3.49E-04    0.00287
 03:49:21   383/1000    train       70/140        38.4%      3.49E-04    0.00272
 03:49:23   383/1000    train       80/140        38.4%      3.49E-04    0.00268
 03:49:25   383/1000     val        11/19         38.4%      3.49E-04    0.00308
 03:49:27   383/1000    train       90/140        38.4%      3.49E-04    0.00312
 03:49:28   383/1000     val        13/19         38.4%      3.49E-04    0.00304
 03:49:29   383/1000    train      100/140        38.4%      3.49E-04    0.00228
 03:49:31   383/1000    train      110/140        38.4%      3.49E-04    0.00230
 03:49:32   383/1000     val        15/19         38.4%      3.49E-04    0.00314
 03:49:33   383/1000    train      120/140        38.4%      3.49E-04    0.00253
 03:49:36   383/1000     val        17/19         38.4%      3.49E-04    0.00273
 03:49:36   383/1000    train      130/140        38.4%      3.49E-04    0.00223
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 03:49:38   384/1000    train        0/140        38.4%      3.49E-04    0.00270
 03:49:39   384/1000     val         0/19         38.4%      3.49E-04    0.00315
 03:49:41   384/1000    train       10/140        38.4%      3.49E-04    0.00282
 03:49:43   384/1000     val         2/19         38.4%      3.49E-04    0.00285
 03:49:43   384/1000    train       20/140        38.4%      3.49E-04    0.00235
 03:49:47   384/1000     val         4/19         38.4%      3.49E-04    0.00299
 03:49:47   384/1000    train       30/140        38.4%      3.49E-04    0.00283
 03:49:48   384/1000    train       40/140        38.4%      3.49E-04    0.00239
 03:49:50   384/1000     val         6/19         38.4%      3.49E-04    0.00293
 03:49:51   384/1000    train       50/140        38.4%      3.49E-04    0.00211
 03:49:53   384/1000     val         8/19         38.4%      3.49E-04    0.00290
 03:49:53   384/1000    train       60/140        38.4%      3.49E-04    0.00273
 03:49:56   384/1000    train       70/140        38.5%      3.49E-04    0.00266
 03:49:58   384/1000     val        10/19         38.5%      3.49E-04    0.00286
 03:49:58   384/1000    train       80/140        38.5%      3.49E-04    0.00274
 03:50:01   384/1000     val        12/19         38.5%      3.49E-04    0.00346
 03:50:01   384/1000    train       90/140        38.5%      3.49E-04    0.00266
 03:50:03   384/1000    train      100/140        38.5%      3.49E-04    0.00259
 03:50:05   384/1000     val        14/19         38.5%      3.49E-04    0.00329
 03:50:05   384/1000    train      110/140        38.5%      3.49E-04    0.00245
 03:50:08   384/1000     val        16/19         38.5%      3.49E-04    0.00358
 03:50:08   384/1000    train      120/140        38.5%      3.49E-04    0.00288
 03:50:10   384/1000    train      130/140        38.5%      3.49E-04    0.00241
 03:50:12   384/1000     val        18/19         38.5%      3.49E-04    0.00303
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 03:50:13   385/1000    train        0/140        38.5%      3.49E-04    0.00254
 03:50:16   385/1000     val         1/19         38.5%      3.49E-04    0.00338
 03:50:16   385/1000    train       10/140        38.5%      3.49E-04    0.00254
 03:50:18   385/1000    train       20/140        38.5%      3.49E-04    0.00226
 03:50:19   385/1000     val         3/19         38.5%      3.49E-04    0.00338
 03:50:21   385/1000    train       30/140        38.5%      3.49E-04    0.00239
 03:50:23   385/1000     val         5/19         38.5%      3.49E-04    0.00278
 03:50:24   385/1000    train       40/140        38.5%      3.49E-04    0.00233
 03:50:25   385/1000    train       50/140        38.5%      3.49E-04    0.00255
 03:50:27   385/1000     val         7/19         38.5%      3.49E-04    0.00333
 03:50:29   385/1000    train       60/140        38.5%      3.49E-04    0.00291
 03:50:31   385/1000     val         9/19         38.6%      3.49E-04    0.00349
 03:50:31   385/1000    train       70/140        38.6%      3.49E-04    0.00314
 03:50:33   385/1000    train       80/140        38.6%      3.49E-04    0.00266
 03:50:34   385/1000     val        11/19         38.6%      3.49E-04    0.00325
 03:50:36   385/1000    train       90/140        38.6%      3.49E-04    0.00271
 03:50:37   385/1000     val        13/19         38.6%      3.49E-04    0.00302
 03:50:38   385/1000    train      100/140        38.6%      3.49E-04    0.00266
 03:50:41   385/1000    train      110/140        38.6%      3.49E-04    0.00250
 03:50:42   385/1000     val        15/19         38.6%      3.49E-04    0.00311
 03:50:43   385/1000    train      120/140        38.6%      3.49E-04    0.00253
 03:50:45   385/1000     val        17/19         38.6%      3.49E-04    0.00284
 03:50:45   385/1000    train      130/140        38.6%      3.49E-04    0.00262
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 03:50:49   386/1000    train        0/140        38.6%      3.49E-04    0.00311
 03:50:50   386/1000     val         0/19         38.6%      3.49E-04    0.00304
 03:50:51   386/1000    train       10/140        38.6%      3.49E-04    0.00227
 03:50:53   386/1000     val         2/19         38.6%      3.49E-04    0.00277
 03:50:53   386/1000    train       20/140        38.6%      3.49E-04    0.00263
 03:50:57   386/1000     val         4/19         38.6%      3.49E-04    0.00306
 03:50:57   386/1000    train       30/140        38.6%      3.49E-04    0.00230
 03:50:59   386/1000    train       40/140        38.6%      3.49E-04    0.00255
 03:51:00   386/1000     val         6/19         38.6%      3.49E-04    0.00279
 03:51:00   386/1000    train       50/140        38.6%      3.49E-04    0.00264
 03:51:04   386/1000     val         8/19         38.6%      3.49E-04    0.00359
 03:51:04   386/1000    train       60/140        38.6%      3.49E-04    0.00303
 03:51:06   386/1000    train       70/140        38.7%      3.49E-04    0.00287
 03:51:07   386/1000     val        10/19         38.7%      3.49E-04    0.00269
 03:51:08   386/1000    train       80/140        38.7%      3.49E-04    0.00311
 03:51:11   386/1000     val        12/19         38.7%      3.49E-04    0.00352
 03:51:11   386/1000    train       90/140        38.7%      3.49E-04    0.00334
 03:51:13   386/1000    train      100/140        38.7%      3.49E-04    0.00341
 03:51:15   386/1000     val        14/19         38.7%      3.49E-04    0.00283
 03:51:15   386/1000    train      110/140        38.7%      3.49E-04    0.00281
 03:51:18   386/1000     val        16/19         38.7%      3.49E-04    0.00362
 03:51:18   386/1000    train      120/140        38.7%      3.49E-04    0.00253
 03:51:20   386/1000    train      130/140        38.7%      3.49E-04    0.00326
 03:51:21   386/1000     val        18/19         38.7%      3.49E-04    0.00322
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 03:51:23   387/1000    train        0/140        38.7%      3.49E-04    0.00266
 03:51:26   387/1000     val         1/19         38.7%      3.49E-04    0.00308
 03:51:26   387/1000    train       10/140        38.7%      3.49E-04    0.00274
 03:51:28   387/1000    train       20/140        38.7%      3.49E-04    0.00263
 03:51:29   387/1000     val         3/19         38.7%      3.49E-04    0.00320
 03:51:31   387/1000    train       30/140        38.7%      3.49E-04    0.00257
 03:51:33   387/1000     val         5/19         38.7%      3.49E-04    0.00328
 03:51:33   387/1000    train       40/140        38.7%      3.49E-04    0.00306
 03:51:35   387/1000    train       50/140        38.7%      3.49E-04    0.00308
 03:51:37   387/1000     val         7/19         38.7%      3.49E-04    0.00379
 03:51:38   387/1000    train       60/140        38.7%      3.49E-04    0.00300
 03:51:40   387/1000     val         9/19         38.8%      3.49E-04    0.00305
 03:51:40   387/1000    train       70/140        38.8%      3.49E-04    0.00260
 03:51:42   387/1000    train       80/140        38.8%      3.49E-04    0.00264
 03:51:44   387/1000     val        11/19         38.8%      3.49E-04    0.00278
 03:51:45   387/1000    train       90/140        38.8%      3.49E-04    0.00260
 03:51:48   387/1000     val        13/19         38.8%      3.49E-04    0.00355
 03:51:48   387/1000    train      100/140        38.8%      3.49E-04    0.00254
 03:51:50   387/1000    train      110/140        38.8%      3.49E-04    0.00266
 03:51:50   387/1000     val        15/19         38.8%      3.49E-04    0.00289
 03:51:53   387/1000    train      120/140        38.8%      3.49E-04    0.00266
 03:51:55   387/1000     val        17/19         38.8%      3.49E-04    0.00285
 03:51:55   387/1000    train      130/140        38.8%      3.49E-04    0.00267
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 03:51:57   388/1000    train        0/140        38.8%      3.49E-04    0.00307
 03:51:58   388/1000     val         0/19         38.8%      3.49E-04    0.00295
 03:52:01   388/1000    train       10/140        38.8%      3.49E-04    0.00233
 03:52:02   388/1000     val         2/19         38.8%      3.49E-04    0.00279
 03:52:03   388/1000    train       20/140        38.8%      3.49E-04    0.00285
 03:52:06   388/1000     val         4/19         38.8%      3.49E-04    0.00327
 03:52:06   388/1000    train       30/140        38.8%      3.49E-04    0.00226
 03:52:08   388/1000    train       40/140        38.8%      3.49E-04    0.00247
 03:52:09   388/1000     val         6/19         38.8%      3.49E-04    0.00318
 03:52:10   388/1000    train       50/140        38.8%      3.49E-04    0.00255
 03:52:13   388/1000     val         8/19         38.8%      3.49E-04    0.00350
 03:52:13   388/1000    train       60/140        38.8%      3.49E-04    0.00275
 03:52:15   388/1000    train       70/140        38.9%      3.49E-04    0.00274
 03:52:17   388/1000     val        10/19         38.9%      3.49E-04    0.00293
 03:52:17   388/1000    train       80/140        38.9%      3.49E-04    0.00241
 03:52:20   388/1000     val        12/19         38.9%      3.49E-04    0.00349
 03:52:21   388/1000    train       90/140        38.9%      3.49E-04    0.00257
 03:52:22   388/1000    train      100/140        38.9%      3.49E-04    0.00377
 03:52:24   388/1000     val        14/19         38.9%      3.49E-04    0.00299
 03:52:24   388/1000    train      110/140        38.9%      3.49E-04    0.00240
 03:52:28   388/1000     val        16/19         38.9%      3.49E-04    0.00341
 03:52:28   388/1000    train      120/140        38.9%      3.49E-04    0.00270
 03:52:29   388/1000    train      130/140        38.9%      3.49E-04    0.00278
 03:52:31   388/1000     val        18/19         38.9%      3.49E-04    0.00306
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 03:52:33   389/1000    train        0/140        38.9%      3.49E-04    0.00305
 03:52:35   389/1000     val         1/19         38.9%      3.49E-04    0.00323
 03:52:36   389/1000    train       10/140        38.9%      3.49E-04    0.00262
 03:52:37   389/1000    train       20/140        38.9%      3.49E-04    0.00223
 03:52:39   389/1000     val         3/19         38.9%      3.49E-04    0.00313
 03:52:41   389/1000    train       30/140        38.9%      3.49E-04    0.00282
 03:52:43   389/1000     val         5/19         38.9%      3.49E-04    0.00293
